"Company";"TypeName";"Inches";"Resolution_Width";"Resolution_Height";"Touchscreen_or_Not";"CPU_Brand";"CPU_Name";"CPU_Speed(in GHz)";"Ram";"Memory_Type";"Primary_Memory";"Secondary_Memory";"Gpu_Brand";"Weight";"Price";"OpSys_Standardized"
"MSI";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";512;1024;"Nvidia";2.9;128671;"Windows"
"Samsung";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";0.81;79867;"Windows"
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"Nvidia";1.98;51202;"Windows"
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"AMD";2.18;42081;"Windows"
"Lenovo";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";1.32;99048;"Windows"
"Razer";"Ultrabook";12.5;3840;2160;1;"Intel";"Core i7";2.5;16;"SSD";512;0;"Intel";1.29;95851;"Windows"
"HP";"Netbook";11.6;1366;768;0;"Intel";"Celeron Dual";1.6;4;"Flash Storage";16;0;"Intel";1.23;20513;"Others"
"Dell";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";128;1024;"Nvidia";4.36;133467;"Windows"
"Dell";"Notebook";14.0;1366;768;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";1.76;40226;"Windows"
"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";2.1;26102;"Windows"
"Toshiba";"Ultrabook";14.0;1366;768;0;"Intel";"Core i5";2.5;4;"SSD";128;0;"Intel";1.25;58075;"Windows"
"Lenovo";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";512;0;"Intel";1.13;133147;"Windows"
"MSI";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";2.4;63883;"Windows"
"Lenovo";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i5";2.5;8;"Flash Storage";256;0;"Intel";1.13;99900;"Windows"
"Toshiba";"Notebook";14.0;1366;768;0;"Intel";"Pentium Dual";2.1;4;"SSD";128;0;"Intel";1.75;26587;"Windows"
"Asus";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";1.1;72354;"Windows"
"Dell";"Notebook";14.0;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";1.76;31169;"Windows"
"Acer";"Netbook";11.6;1366;768;0;"Intel";"Celeron Dual";1.6;4;"Flash Storage";32;0;"Intel";1.35;18914;"Others"
"Acer";"Notebook";14.0;1920;1080;0;"Intel";"Core i3";2.4;8;"SSD";128;0;"Intel";1.5;32980;"Windows"
"Razer";"Gaming";17.3;3840;2160;1;"Intel";"Core i7";2.9;32;"SSD";512;0;"Nvidia";3.49;292987;"Windows"
"Lenovo";"Ultrabook";14.0;2560;1440;0;"Intel";"Core i7";2.6;16;"SSD";512;0;"Intel";1.1;111835;"Windows"
"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;4;"HDD";1024;0;"Nvidia";2.1;27652;"Linux"
"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";1.7;63190;"Windows"
"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.6;8;"SSD";256;0;"Intel";1.32;87912;"Windows"
"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";3.21;147832;"Windows"
"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";2.9;128884;"Windows"
"Toshiba";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.4;4;"HDD";500;0;"Intel";2.0;35644;"Windows"
"Lenovo";"Notebook";14.0;1366;768;0;"Intel";"Celeron Quad";1.6;4;"Flash Storage";16;0;"Intel";1.5;17316;"Others"
"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";128;0;"Intel";2.3;31435;"Windows"
"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.6;16;"Hybrid";512;1024;"Nvidia";2.73;95851;"Windows"
"Dell";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;32;"Hybrid";512;1024;"Nvidia";4.42;163724;"Windows"
"HP";"Notebook";17.3;1600;900;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Nvidia";2.63;48485;"Windows"
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;8;"SSD";128;0;"Intel";2.18;38041;"Windows"
"HP";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.5;8;"SSD";512;0;"Intel";1.54;99634;"Windows"
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;4;"SSD";256;0;"AMD";2.18;39374;"Windows"
"HP";"2 in 1 Convertible";11.6;1366;768;1;"Intel";"Celeron Dual";1.1;4;"Flash Storage";32;0;"Intel";1.4;32767;"Others"
"Asus";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i5";2.3;8;"SSD";512;0;"Nvidia";1.45;54665;"Windows"
"HP";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";1.28;121319;"Windows"
"HP";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.5;8;"SSD";512;0;"Intel";1.54;78215;"Windows"
"HP";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.6;4;"SSD";128;0;"Intel";1.86;15931;"N/A"
"Asus";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";128;1024;"Nvidia";2.1;101179;"Windows"
"Dell";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"AMD";2.83;46087;"Linux"
"Lenovo";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.8;8;"SSD";256;0;"Nvidia";1.96;101392;"Windows"
"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Nvidia";2.3;41931;"Windows"
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";128;0;"Intel";1.9;50350;"Windows"
"Asus";"Notebook";15.6;1366;768;0;"Intel";"Pentium Quad";1.1;4;"HDD";1024;0;"Intel";2.0;23923;"Windows"
"HP";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i7";2.8;8;"SSD";256;0;"Intel";1.28;136344;"Windows"
"Dell";"Notebook";13.3;1920;1080;1;"Intel";"Core i5";2.3;8;"HDD";1024;0;"Intel";1.62;34579;"Windows"
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Intel";2.2;24988;"N/A"
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Intel";2.3;45323;"Windows"
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.6;8;"SSD";256;0;"AMD";1.84;71875;"Windows"
"Toshiba";"Notebook";13.3;1920;1080;0;"Intel";"Core i5";2.5;4;"SSD";128;0;"Intel";1.05;68465;"Windows"
"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Nvidia";2.5;54186;"N/A"
"Dell";"Ultrabook";13.3;3200;1800;1;"Intel";"Core i7";2.5;16;"SSD";512;0;"Intel";1.29;119347;"Windows"
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";2.07;48485;"Windows"
"Toshiba";"Ultrabook";13.3;1366;768;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";1.2;58342;"Windows"
"Lenovo";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";1.37;103896;"Windows"
"Acer";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";1.56;48059;"Windows"
"Dell";"Workstation";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"HDD";1024;0;"Nvidia";2.23;94732;"Windows"
"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"Intel";2.38;56210;"Windows"
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"AMD";2.2;25521;"N/A"
"Toshiba";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";2.0;73953;"Windows"
"Lenovo";"Notebook";13.3;1920;1080;0;"Intel";"Core i3";2.4;4;"SSD";180;0;"Intel";1.44;39161;"Windows"
"Samsung";"Ultrabook";15.0;1920;1080;0;"Intel";"Core i7";2.7;16;"SSD";256;0;"Nvidia";1.23;98515;"Windows"
"Dell";"Ultrabook";12.5;1920;1080;0;"Intel";"Core i7";2.8;8;"SSD";256;0;"Intel";1.6;90043;"Windows"
"Asus";"Notebook";15.6;1366;768;0;"Intel";"Pentium Quad";1.1;4;"HDD";1024;0;"Intel";2.0;21258;"Linux"
"Xiaomi";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Nvidia";1.28;49817;"Windows"
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;4;"Hybrid";128;1024;"Nvidia";2.18;48618;"Windows"
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;4;"SSD";256;0;"Intel";2.04;44702;"Windows"
"HP";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i5";2.5;4;"SSD";256;0;"Intel";1.28;90576;"Windows"
"HP";"2 in 1 Convertible";15.6;1366;768;1;"Intel";"Core i5";2.5;4;"HDD";500;0;"Intel";2.3;36486;"Windows"
"Asus";"Notebook";14.1;1366;768;0;"Intel";"Celeron Dual";1.1;4;"Flash Storage";32;0;"Intel";1.65;18541;"Windows"
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.5;8;"HDD";1024;0;"Nvidia";2.2;35644;"Windows"
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Pentium Quad";1.6;4;"HDD";500;0;"Intel";2.2;19660;"Windows"
"HP";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i5";2.5;4;"SSD";256;0;"Intel";1.28;95851;"Windows"
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"AMD";2.18;24280;"Linux"
"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i5";2.5;12;"Hybrid";128;1024;"Nvidia";2.2;72988;"Windows"
"Acer";"Netbook";11.6;1366;768;0;"Intel";"Celeron Dual";1.6;4;"Flash Storage";32;0;"Intel";1.25;15824;"Others"
"Lenovo";"Notebook";17.3;1600;900;0;"AMD";"A4-Series 7210";2.2;4;"HDD";500;0;"AMD";2.8;20193;"Windows"
"HP";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.5;4;"SSD";128;0;"Intel";1.95;67399;"Windows"
"HP";"2 in 1 Convertible";13.3;3200;1800;1;"Intel";"Core i7";2.7;16;"SSD";256;0;"Intel";1.42;74539;"Windows"
"Samsung";"Ultrabook";15.0;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";1.17;90523;"Windows"
"Lenovo";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";1.32;95851;"Windows"
"MSI";"Gaming";17.3;3840;2160;0;"Intel";"Core i7";2.6;16;"Hybrid";512;2048;"Nvidia";2.43;141139;"Windows"
"Toshiba";"Notebook";13.3;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";1.05;78588;"Windows"
"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"HDD";1024;0;"Nvidia";2.62;49497;"Linux"
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"Nvidia";2.04;47952;"Windows"
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"AMD";2.18;32714;"Windows"
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.6;8;"HDD";500;0;"Intel";1.9;49817;"Windows"
"Dell";"2 in 1 Convertible";13.3;3200;1800;1;"Intel";"Core i7";1.3;8;"SSD";512;0;"Intel";1.24;107258;"Windows"
"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.7;32;"SSD";256;256;"Nvidia";3.58;68145;"Windows"
"Dell";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i7";1.3;16;"SSD";256;0;"Intel";1.22;87859;"Windows"
"Lenovo";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.7;8;"Flash Storage";256;0;"Intel";1.13;109171;"Windows"
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";512;0;"Intel";1.95;104588;"Windows"
"LG";"Ultrabook";15.6;1920;1080;1;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";1.08;111835;"Windows"
"HP";"Netbook";12.5;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";512;0;"Intel";1.26;79014;"Windows"
"Acer";"Notebook";15.6;1920;1080;0;"Intel";"Celeron Dual";1.5;4;"Flash Storage";16;0;"Intel";2.2;19128;"Others"
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.3;8;"Hybrid";128;1024;"Nvidia";2.6;42038;"Windows"
"LG";"Ultrabook";14.0;1920;1080;1;"Intel";"Core i7";2.7;8;"SSD";512;0;"Intel";0.98;101179;"Windows"
"Dell";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.8;8;"SSD";256;0;"Intel";1.6;64202;"Windows"
"HP";"Ultrabook";12.5;3840;2160;1;"Intel";"Core M";1.2;8;"SSD";240;0;"Intel";1.09;165168;"Windows"
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;6;"SSD";256;0;"Nvidia";2.2;42038;"Windows"
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Nvidia";2.04;54292;"Windows"
"Acer";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.4;4;"HDD";1024;0;"Intel";2.4;26587;"Windows"
"Lenovo";"Notebook";13.3;1920;1080;0;"Intel";"Core i5";2.5;4;"SSD";128;0;"Intel";1.44;46940;"Windows"
"HP";"Notebook";13.3;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";1.49;51149;"Windows"
"MSI";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";2.7;85195;"Windows"
"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";128;1024;"Nvidia";2.6;71875;"Windows"
"MSI";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"Hybrid";128;1024;"Nvidia";2.2;59669;"Windows"
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;4;"HDD";1024;0;"AMD";2.18;36496;"Windows"
"HP";"Ultrabook";15.6;1920;1080;0;"Intel";"Core i7";2.5;8;"SSD";256;0;"AMD";1.84;69104;"Windows"
"Lenovo";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i5";2.5;8;"SSD";512;0;"Intel";1.37;97236;"Windows"
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";1.95;38889;"Windows"
"Lenovo";"Ultrabook";12.5;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";1.36;87912;"Windows"
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";2.31;62071;"Windows"
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;4;"HDD";1024;0;"Intel";2.18;37725;"Windows"
"HP";"Notebook";14.0;1366;768;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";1.95;61219;"Windows"
"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Pentium Quad";1.1;4;"HDD";1024;0;"Intel";2.2;16464;"Windows"
"HP";"Ultrabook";12.5;1920;1080;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";1.26;84129;"Windows"
"HP";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.6;4;"HDD";1024;0;"Intel";1.86;15393;"N/A"
"Lenovo";"2 in 1 Convertible";13.3;3200;1800;1;"Intel";"Core i7";2.2;16;"SSD";1024;0;"Intel";1.3;95851;"Windows"
"Toshiba";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.3;4;"SSD";128;0;"Intel";1.47;58874;"Windows"
"HP";"Netbook";12.5;1920;1080;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";1.26;88924;"Windows"
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Intel";2.18;29762;"Windows"
"MSI";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";2.2;63883;"Windows"
"Dell";"Gaming";17.3;2560;1440;0;"Intel";"Core i7";2.7;16;"Hybrid";512;1024;"Nvidia";4.36;146946;"Windows"
"HP";"Gaming";17.3;1920;1080;0;"Intel";"Core i5";2.3;8;"Hybrid";128;1024;"Nvidia";2.75;74539;"Windows"
"Asus";"Notebook";17.3;1600;900;0;"Intel";"Pentium Quad";1.6;4;"HDD";1024;0;"Nvidia";2.8;28238;"Windows"
"Acer";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"Intel";2.23;32980;"Windows"
"Toshiba";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";2.2;59620;"Windows"
"Lenovo";"2 in 1 Convertible";11.3;1920;1080;1;"Intel";"Core M";1.2;8;"SSD";256;0;"Intel";1.1;69211;"Windows"
"Lenovo";"Gaming";15.6;1920;1080;0;"AMD";"FX 8800P";2.1;16;"Hybrid";512;1024;"AMD";2.5;53227;"Windows"
"Dell";"Ultrabook";12.5;1920;1080;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";1.36;78439;"Windows"
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"Nvidia";2.2;36497;"N/A"
"Dell";"Notebook";17.3;1600;900;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"AMD";2.36;35112;"Windows"
"Acer";"Notebook";14.0;1366;768;0;"Intel";"Celeron Dual";1.6;4;"Flash Storage";32;0;"Intel";1.68;18595;"Others"
"HP";"Workstation";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";8;0;"Nvidia";2.0;119827;"Windows"
"Dell";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.8;8;"SSD";256;0;"Intel";1.36;94572;"Windows"
"Toshiba";"Notebook";13.3;1920;1080;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";1.2;77789;"Windows"
"Asus";"2 in 1 Convertible";12.5;1920;1080;0;"Intel";"Core M";1.2;8;"Flash Storage";64;0;"Intel";1.2;61752;"Others"
"Lenovo";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.6;8;"SSD";256;0;"Intel";1.7;79333;"Windows"
"Dell";"Gaming";17.3;3840;2160;0;"Intel";"Core i7";2.8;16;"Hybrid";512;1024;"Nvidia";4.36;168045;"Windows"
"Dell";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i5";1.2;8;"SSD";256;0;"Intel";1.24;101179;"Windows"
"HP";"2 in 1 Convertible";11.6;1366;768;1;"Intel";"Pentium Quad";1.1;4;"SSD";256;0;"Intel";1.45;41292;"Windows"
"Dell";"Ultrabook";13.3;3200;1800;0;"Intel";"Core i7";2.5;8;"SSD";256;0;"Intel";1.3;67559;"Windows"
"Acer";"2 in 1 Convertible";11.6;1366;768;1;"Intel";"Celeron Dual";1.6;4;"Flash Storage";32;0;"Intel";1.25;20726;"Others"
"Toshiba";"Notebook";13.3;1920;1080;0;"Intel";"Core i5";2.4;8;"SSD";256;0;"Intel";1.2;81785;"Windows"
"Lenovo";"Ultrabook";12.5;1920;1080;0;"Intel";"Core i5";2.6;8;"SSD";256;0;"Intel";1.36;93773;"Windows"
"Acer";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;12;"Hybrid";128;1024;"Nvidia";2.4;53760;"Windows"
"Toshiba";"Ultrabook";12.5;1920;1080;1;"Intel";"Core i7";2.7;8;"SSD";512;0;"Intel";1.1;95371;"Windows"
"HP";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Nvidia";2.04;45102;"Windows"
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"AMD";2.25;24808;"Linux"
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"Intel";1.9;43956;"Windows"
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.4;4;"HDD";500;0;"Intel";2.04;36497;"Windows"
"Dell";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;32;"Hybrid";256;1024;"Nvidia";4.42;167779;"Windows"
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;6;"SSD";256;0;"Nvidia";2.4;37030;"Windows"
"Dell";"2 in 1 Convertible";13.3;3200;1800;1;"Intel";"Core i7";1.3;16;"SSD";512;0;"Intel";1.22;101179;"Windows"
"Dell";"Ultrabook";14.0;2560;1440;1;"Intel";"Core i7";2.6;8;"SSD";256;0;"Intel";1.5;104588;"Windows"
"Dell";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.6;32;"Hybrid";256;1024;"Nvidia";4.42;149184;"Windows"
"Toshiba";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";1.95;62870;"Windows"
"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";2.73;109219;"Windows"
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.7;8;"Hybrid";128;1024;"Nvidia";2.04;52161;"Windows"
"Lenovo";"Notebook";14.0;1366;768;0;"Intel";"Core i5";2.3;4;"";508;0;"Intel";1.7;53387;"Windows"
"Asus";"2 in 1 Convertible";15.6;3840;2160;1;"Intel";"Core i7";2.7;16;"Hybrid";512;2048;"Nvidia";2.3;95851;"Windows"
"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";2.99;93187;"Windows"
"Dell";"2 in 1 Convertible";15.6;1920;1080;1;"Intel";"Core i7";2.7;12;"SSD";512;0;"Intel";2.19;69211;"Windows"
"Toshiba";"Notebook";13.3;1920;1080;0;"Intel";"Core i5";2.3;4;"SSD";128;0;"Intel";1.2;63670;"Windows"
"Lenovo";"Notebook";15.6;1920;1080;0;"AMD";"A12-Series 9720P";3.6;6;"SSD";256;0;"AMD";2.2;29251;"Windows"
"Fujitsu";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.3;4;"SSD";256;0;"Intel";2.3;34579;"Windows"
"Toshiba";"Notebook";14.0;1366;768;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";1.75;48751;"Windows"
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"AMD";2.25;31915;"Windows"
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Intel";2.04;42944;"Windows"
"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";2.5;63350;"Windows"
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"AMD";2.36;39907;"Windows"
"Dell";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";128;0;"Intel";1.6;59620;"Windows"
"HP";"Netbook";12.5;1920;1080;0;"Intel";"Core M";1.2;8;"SSD";512;0;"Intel";0.97;101658;"Windows"
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"Hybrid";128;1024;"AMD";2.1;26587;"Windows"
"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.1;4;"SSD";128;0;"Intel";1.9;14419;"N/A"
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";2.3;71875;"Windows"
"Asus";"Notebook";13.3;3200;1800;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";1.4;61272;"Windows"
"HP";"Ultrabook";13.3;1920;1080;1;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";1.11;71875;"Windows"
"Acer";"Notebook";15.6;1366;768;0;"Intel";"Pentium Quad";1.1;4;"HDD";500;0;"Intel";2.4;20246;"Windows"
"Asus";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";2.5;95851;"Windows"
"HP";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";512;0;"Intel";1.48;111302;"Windows"
"Acer";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";2.7;67133;"Windows"
"HP";"Notebook";13.3;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";1.34;63350;"Windows"
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.4;4;"SSD";128;0;"Intel";2.18;29144;"Windows"
"HP";"Notebook";14.0;1366;768;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"Intel";1.64;41505;"Windows"
"Toshiba";"Notebook";13.3;1920;1080;0;"Intel";"Core i5";2.3;4;"SSD";128;0;"Intel";1.2;63670;"Windows"
"HP";"Notebook";14.0;1366;768;0;"Intel";"Core i5";2.4;4;"SSD";256;0;"Intel";1.48;58607;"Windows"
"HP";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.5;4;"SSD";256;0;"Intel";1.95;64202;"Windows"
"HP";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.6;8;"SSD";256;0;"Intel";1.43;77203;"Windows"
"HP";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";1.64;55905;"Windows"
"HP";"Notebook";14.0;1366;768;0;"Intel";"Core i3";2.4;4;"HDD";500;0;"Intel";1.64;36444;"Windows"
"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"";1024;0;"Nvidia";2.65;50563;"Windows"
"HP";"Ultrabook";12.5;1920;1080;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"Intel";1.26;81998;"Windows"
"HP";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.5;4;"SSD";256;0;"Intel";1.48;84715;"Windows"
"HP";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.5;8;"SSD";256;0;"Intel";1.54;100551;"Windows"
